"","ps8"
"270",-0.372903053314223
"271",-0.432691302351201
"272",-0.144629071501055
"273",-0.320294386282362
"274",-0.464133839018397
"275",-0.28028942336423
"276",0.937834381553072
"277",-0.393226408713386
"278",0.327940953582439
"279",-0.38755334686644
"280",-0.310200555175873
"281",-0.475058867232462
"282",-0.324785265559171
"283",-0.285715036656616
"284",-0.156388370758932
"285",-0.245528791556103
"286",-0.240612651443307
"287",-0.369065443761513
"288",-0.487484516233331
"289",-0.182584710161873
"290",-0.269728012839892
"291",-0.464775655507062
"292",-0.291029102707579
"293",-0.507490275769461
"294",-0.168244212984912
"295",-0.445312429253952
"296",-0.350795596704004
"297",-0.401322089092606
"298",-0.388685187402289
"299",-0.397808050788714
"300",-0.233015877299066
"301",-0.365542617736573
"302",-0.424332761751106
"303",-0.33462632747944
"304",-0.374784238138029
"305",-0.149596770617
"306",-0.270844642137272
"307",-0.466578286513549
"308",-0.387058501593214
"309",-0.428413944572962
"310",-0.570253687747243
"311",-0.476305690502104
"312",-0.131206055234369
"313",-0.0383779670333851
"314",-0.419065579420282
"315",-0.317465147282962
"316",0.110040465048694
"317",-0.478490003483157
"318",0.0604912908799654
"319",-0.315389525204545
"320",-0.325118920521931
"321",-0.369586665986749
"322",0.25186408071063
"323",0.248808089620718
"324",0.214927384920883
"325",-0.340046677371406
"326",0.295990928635463
"327",0.0110965257922327
"328",0.451745943356092
"329",0.378148520259988
"330",-0.360357131135497
"331",-0.15797009281373
"332",-0.0752985573887452
"333",-0.180427911604362
"334",0.690719228087519
"335",0.104490797731906
"336",-0.589655178887141
"337",-0.0917705451954109
"338",-0.223568900641149
"339",-0.343183583030863
"340",-0.438941526090764
"341",-0.390129637953662
"342",-0.423517456017197
"343",-0.403740946377382
"344",-0.437106334586876
"345",-0.386457997507824
"346",-0.215621671009628
"347",-0.421038586925346
"348",-0.378847657027345
"349",-0.446718528905964
"350",-0.393985196650657
"351",-0.35430022128969
"352",-0.380840241510825
"353",-0.396678548180767
"354",-0.450800039525307
"355",-0.41079851121995
"356",-0.299479916616942
"357",-0.401255431726923
"358",-0.432138290740828
"359",-0.416551825490279
"360",-0.277392995979323
"361",-0.242148385753079
"362",-0.468192653534035
"363",-0.419248547551671
"364",-0.461684121242608
"365",-0.513058318450487
"366",-0.265558395510966
"367",-0.269958409332636
"368",-0.338836801955589
"369",-0.406253571438868
"370",-0.439702128412201
"371",-0.444227822942346
"372",0.69746995274144
"373",-0.501736617922732
"374",-0.546635692691193
"375",-0.166401871171309
"376",-0.150766379360055
"377",-0.351154164691765
"378",-0.352097993158566
"379",-0.173703768830538
"380",0.0525132125457287
"381",-0.0341417711579079
"382",0.711892365099337
"383",-0.237730102217292
"384",0.291785582319036
"385",0.246010356340174
"386",-0.271397303823147
"387",0.96604383828344
"388",-0.203163247348563
"389",-0.490737963823014
"390",-0.322562016282132
"391",-0.305456616549261
"392",-0.324594360810938
"393",-0.43097622254087
"394",0.0872095731568317
"395",-0.101836995193475
"396",0.160491043383982
"397",0.00531543498801342
"398",0.176165332069608
"399",0.135667483329279
"400",-0.248203623398615
"401",-0.205505451715166
"402",0.441776445317022
"403",-0.718444456123533
"404",-0.527806964358859
"405",-0.37432042460327
"406",-0.339090939650888
"407",-0.246233157338246
"408",0.0354429397222853
"409",0.014669387940675
"410",-0.129915192372757
"411",-0.582057653836668
"412",-0.452804396524115
"413",-0.00171005153102941
"414",0.194242843039394
"415",-0.198502244346039
"416",0.109683244235631
"417",0.643994457981042
"418",0.473885768154553
"419",0.254757445319993
"420",-0.482640674676342
"421",-0.562171305633013
"422",-0.0988986893004286
"423",-0.374957110391246
"424",-0.340233039184811
"425",0.221268866541771
"426",-0.382102153370845
"427",-0.545440847479591
"428",-0.572450961911672
"429",0.190288550770854
"430",0.219219487490026
"431",0.199402420764083
"432",-0.480933185956224
"433",-0.0345582267588793
"434",0.00486466566591961
"435",-0.225154816247381
"436",-0.363751587124875
"437",0.0415796755587378
"438",-0.160350363020606
"439",-0.152736613429826
"440",-0.562717784471657
"441",-0.372344007611546
"442",-0.263962082703525
"443",-0.300633307304534
"444",-0.180217687563849
"445",0.474354830497141
"446",-0.0979466010777118
"447",-0.273216719388915
"448",-0.104965771765137
"449",-0.431488185911069
"450",-0.309799078581219
"451",-0.28777491615084
"452",0.0454870475153309
"453",0.0397774569720747
"454",0.0435022968337413
"455",-0.0297735835171281
"456",0.0992554437858776
"457",-0.327718559327654
"458",-0.032990659954107
"459",0.33422401374451
"460",-0.113919791833776
"461",-0.480077608845839
"462",-0.333737509652422
"463",0.0368735503418908
"464",-0.0519270547379344
"465",0.344652315726462
"466",-0.416512736507553
"467",0.957345048331085
"468",0.203245679814158
"469",0.817508985440381
"470",-0.349420761750452
"471",0.108551978495529
"472",-0.577731175679541
"473",-0.606627593090895
"474",-0.270748106657481
"475",-0.262763178602463
"476",0.755087761930813
"477",0.630643000179727
"478",1.23925638271987
"479",0.445939446042242
"480",-0.0239830288434979
"481",0.224852373676362
"482",-0.242249034347366
"483",-0.273747727907731
"484",0.516076401061903
"485",-0.030919251000787
"486",-0.198528817802308
"487",-0.197223248116074
"488",-0.14496763344627
"489",0.186588680822925
"490",0.0130161972845323
"491",0.320960979674403
"492",-0.0448678747319469
"493",0.166497764224382
"494",0.493484957526272
"495",0.296804815104649
"496",-0.120733550814594
"497",0.343652596861877
"498",0.340175011531587
"499",-0.16645600990739
"500",0.239428189052281
"501",-0.204159601004542
"502",-0.276771570701978
"503",0.0987787670991246
"504",0.329333633509602
"505",0.245217639735278
"506",-0.0477011977268997
"507",-0.309265965348471
"508",0.163847817276129
"509",-0.0265548317861142
"510",0.100034662089049
"511",-0.286315474354226
"512",0.994913605955845
"513",1.82197518056576
"514",0.632386638705452
"515",-0.248993696221139
"516",-0.0963156782687776
"517",-0.309731105432834
"518",-0.206319054104635
"519",0.464914847835204
"520",-0.2361711344033
"521",-0.376616201337032
"522",-0.259214102853145
"523",0.763228422838738
"524",2.03032525611126
"525",0.0857204657305212
"526",-0.417794855992362
"527",1.09022033174414
"528",1.30679110069524
"529",0.475606622794853
"530",0.102252045809659
"531",-0.419307654774599
"532",0.114191955010637
"533",-0.563669922855775
"534",0.426801755665098
"535",0.256154941532203
"536",-0.270336096916541
"537",0.145674215070379
"538",-0.492623616608666
"539",-0.46779154349114
"540",0.158359150561148
"541",1.18776956295901
"542",0.682980492908706
"543",1.1336558298333
"544",1.37073708854869
"545",-0.332253317427034
"546",0.337458641782731
"547",1.03764702356435
"548",0.103508722272971
"549",0.549405789050509
"550",-0.269871165194429
"551",-0.451425241831774
"552",0.0539712297422684
"553",0.182985058097619
"554",-0.0745789926176768
"555",0.544537711334857
"556",-0.354375052444065
"557",0.137713717522709
"558",0.78796834950511
"559",0.231418669938623
"560",0.268592712234174
"561",0.188531515240572
"562",0.985710531058361
"563",1.33343072170028
"564",1.59915250818031
"565",0.945828161565856
"566",1.06787986059801
"567",0.746941152879015
"568",-0.0203644956499559
"569",0.0278386255722409
"570",1.04236979342781
"571",0.392024962176436
"572",-0.198520853291344
"573",0.659891161565121
"574",-0.0427350808388155
"575",-0.237363588833605
"576",1.285291980658
"577",0.431293585165936
"578",-0.112714553260513
"579",0.915396416316713
"580",1.01864629409345
"581",0.408144879267196
"582",0.148542404152667
"583",0.835861781275524
"584",0.799174373196629
"585",0.0727603023318106
"586",0.593379317697237
"587",0.573387346030066
"588",0.007754451487709
"589",0.173220779757429
"590",-0.301346444239581
"591",-0.380115634708577
"592",-0.393520685313044
"593",-0.391573934603563
"594",-0.498095371985565
"595",-0.430603451896387
"596",-0.0784403177248848
"597",-0.519356368829991
"598",0.076508231749003
"599",-0.431250434536427
"600",-0.326561863331504
"601",-0.43830831705836
"602",-0.299152986228378
"603",-0.220359321656495
"604",-0.286679346043088
"605",-0.231979100971253
"606",-0.348910253002786
"607",-0.263245639991065
"608",-0.484094511711527
"609",-0.0540783294366577
"610",-0.320320729924199
"611",-0.196797403675328
"612",-0.396739391226844
"613",-0.227731574681163
"614",-0.495008009721703
"615",-0.121421033602538
"616",-0.49334157424814
"617",0.440998083511101
"618",-0.398064126892662
"619",-0.443043632036899
"620",-0.426834179832053
"621",-0.454399968488571
"622",-0.330255891373897
"623",-0.485966509380297
"624",-0.532449179454371
"625",-0.361572696864937
"626",-0.452744833576117
"627",-0.431517191372906
"628",1.75002621472534
"629",0.428132325344397
"630",0.806736086922033
"631",-0.18902615001787
"632",-0.11455833398379
"633",-0.537529823832083
"634",-0.245603973942661
"635",-0.0607374373211213
"636",0.665671394248547
"637",-0.403440764885298
"638",-0.307102456560387
"639",-0.402495091693956
"640",-0.480153898631557
"641",-0.416768457519051
"642",-0.387755194870607
"643",-0.195042375697863
"644",-0.41885925886431
"645",-0.34323535806225
"646",0.256752096416483
"647",-0.431945905354346
"648",0.52400941550909
"649",0.00935319828080396
"650",-0.307927091255035
"651",-0.396188532153682
"652",0.282250298524076
"653",-0.414025194682277
"654",-0.465972783641913
"655",-0.316788261467549
"656",0.210991555864967
"657",2.41763379231092
"658",0.920332038388893
"659",0.0895059020959835
"660",0.0214820887654568
"661",0.324533362375141
"662",-0.267466219058238
"663",0.0440092166693844
"664",0.493999543373506
"665",0.0987739154609501
"666",-0.0936416550779943
"667",0.212704021787478
"668",1.07666842291387
"669",-0.0861094993600325
"670",0.221805834282872
"671",0.516843611336452
"672",-0.403851460599835
"673",0.139581996823748
"674",-0.287634116949835
"675",-0.5069029019367
"676",-0.271565129190208
"677",0.0725933866151034
"678",0.364919531933382
"679",0.074714899280433
"680",-0.370597126439741
"681",-0.0584600446428911
"682",-0.0861873907688202
"683",-0.0910443425140435
"684",0.0910259622786579
"685",-0.350604222602654
"686",0.0996699883017034
"687",-0.036740544246828
"688",0.191861855671327
"689",-0.637337563038781
"690",-0.30252940513105
"691",-0.3705669122912
"692",-0.485591440613818
"693",-0.194692861988328
"694",0.0488402429387953
"695",-0.210760114947151
"696",-0.429060431041044
"697",-0.47346090396169
"698",-0.375603234270561
"699",-0.236609245270076
"700",-0.179077670101918
"701",-0.42468875211627
"702",-0.43798204405847
"703",-0.17590678631557
"704",-0.311563398373051
"705",-0.552232850459574
"706",-0.415311814197092
"707",-0.306763496181501
"708",-0.205282394340553
"709",-0.398075770552154
"710",-0.210841345320216
"711",-0.256961384598761
"712",-0.26556954938914
"713",-0.0117366951918362
"714",-0.184827065001982
"715",-0.320500688686817
"716",-0.437016244839235
"717",-0.2886797980996
"718",-0.166268766562694
"719",-0.1582659237481
"720",-0.406736296305856
"721",-0.45464094965242
"722",-0.0444983698194431
"723",0.105243311803977
"724",-0.443591306660806
"725",-0.448432179252845
"726",-0.4091860057489
"727",-0.436001319230005
"728",-0.00701474404357489
"729",-0.0301128432387677
"730",-0.187968103193413
"731",0.348079163818254
"732",-0.0508831224671897
"733",-0.148075508036352
"734",-0.378494729125061
"735",-0.386298359448142
"736",-0.397007523286669
"737",-0.441717906887797
"738",-0.336939928450472
"739",-0.501965864661654
"740",-0.410600708969983
"741",-0.187676741702771
"742",-0.479033787676836
"743",-0.441771515850149
"744",-0.485700134069935
"745",0.0904963979366841
"746",-0.46295112371331
"747",-0.445189904608291
"748",0.488271149671868
"749",-0.457762884712087
"750",-0.21537839963302
"751",0.548767732630236
"752",0.645292296073137
"753",-0.472464349744269
"754",-0.199134563995546
"755",-0.250358633619534
"756",0.04801863665439
"757",-0.539670534338734
"758",-0.474797454319985
"759",-0.450972129045724
"760",-0.441962925442972
"761",0.0668865119050214
"762",0.852759798503434
"763",-0.348431265823558
"764",-0.58489347902539
"765",0.10604473165847
"766",-0.489408571365788
"767",-0.410269868741017
"768",-0.328630413061068
"769",-0.189091572586436
"770",-0.474495460649576
"771",-0.396991928043613
"772",0.607188588274006
"773",0.463846094592651
"774",0.0734586207296329
"775",0.324938426461609
"776",0.295846645388058
"777",0.196791545411162
"778",0.56721386368981
"779",0.63106604015005
"780",0.558457163923508
"781",-0.0346029512729353
"782",0.565365459533542
"783",0.290909290867724
"784",0.842730747327472
"785",0.374480873781409
"786",0.428786220236175
"787",0.191843823242154
"788",0.227105549399383
"789",0.650374718500536
"790",-0.0748600727844663
"791",0.358923778400056
"792",-0.0786017707985757
"793",0.025764710059476
"794",0.479574417060538
"795",0.243076692329822
"796",0.970700002559531
"797",0.0874560506859818
"798",0.853654392428552
"799",0.415354036404042
"800",0.0562500815701338
"801",0.664989618145069
"802",0.0976429215885527
"803",0.378095313404475
"804",1.22431058539755
"805",-0.0628239079469386
"806",0.303600653509107
"807",0.104849774785388
"808",0.107345876953377
"809",0.112068055861545
"810",0.504069905789352
"811",0.0982051372017071
"812",1.90386563502627
"813",0.0504148289867512
"814",-0.144555917815392
"815",1.11721352445778
"816",-0.156894338045693
"817",0.135451888222162
"818",-0.257607954721427
"819",0.281957931308031
"820",-0.176007282601278
"821",0.0373561655025412
"822",0.747553092867613
"823",1.24718066592802
"824",-0.313625395712926
"825",0.624948051157102
"826",0.497893172404952
"827",1.16550946503734
"828",0.574706345731616
"829",0.398601284929592
"830",1.40808500369311
"831",0.0556637926853796
"832",0.103813566669604
"833",0.133430973452219
"834",0.0573657794285938
"835",0.0399329463021508
"836",-0.14179777238167
"837",0.629067298667171
"838",0.74716437124627
"839",-0.119521619034864
"840",0.694333233292984
"841",0.204448985831545
"842",1.68043313947234
"843",-0.0501591368735782
"844",0.00418501488616831
"845",-0.360787641202934
"846",0.804906769608009
"847",0.489472113542534
"848",0.112479026892853
"849",-0.0977488208788454
"850",0.595467027243457
"851",-0.378269779971253
"852",0.310302022957399
"853",0.819724012898924
"854",0.102887266065591
"855",-0.447271606654478
"856",0.178860032626428
"857",0.560350930316518
"858",0.240099641313509
"859",0.695686432847597
"860",0.237099039691298
"861",1.33521382691948
"862",0.28512122738816
"863",0.250242783351574
"864",0.250242783351574
"865",0.653745867934975
"866",-0.0907099328869987
"867",0.120667772495685
"868",0.542402484743307
"869",0.673305748315297
"870",0.0951530473402036
"871",-0.363269245994506
"872",1.16247719373714
"873",-0.429331909466704
"874",0.112683556650493
"875",0.573340996289564
"876",-0.130907974253898
"877",0.0543845569714616
"878",-0.0228168025618469
"879",-0.209158533362224
"880",0.272173322389368
"881",1.10365935604452
"882",0.579054245855443
"883",-0.143081469656785
"884",0.555304545612456
"885",-0.245826337258025
"886",1.00687205751108
"887",0.763705247537598
"888",-0.0570130988079788
"889",0.729146160585407
"890",0.230340279070131
"891",0.054369684520655
"892",1.0283930087637
"893",0.676831386664007
"894",0.673109905901855
"895",0.368981425344207
"896",-0.192170454115026
"897",-0.108192929352316
"898",0.745442470652968
"899",0.283722056388404
"900",0.0541459444663703
"901",0.723859143195701
"902",-0.53233143704935
"903",-0.31564645899484
"904",-0.438024415256541
"905",-0.408162739606903
"906",-0.504196522682597
"907",-0.380731061912564
"908",-0.252000424314073
"909",-0.410573411932293
"910",-0.409814912699813
"911",-0.477401509948327
"912",-0.448440998965261
"913",0.308236918431281
"914",-0.131599344774414
"915",0.353588086608622
"916",-0.134204607805166
"917",-0.256023407741483
"918",0.336735754749201
"919",-0.0785920301171502
"920",-0.228171203302763
"921",-0.480866673368963
"922",-0.522294708542084
"923",-0.428556469440159
"924",-0.42960679112364
"925",-0.464390763559871
"926",-0.377333988967679
"927",-0.325789084123442
"928",-0.462732398812323
"929",-0.451594921049683
"930",-0.465048161872865
"931",-0.507337751611305
"932",-0.455917507825683
"933",-0.497285600476028
"934",0.650797865482614
"935",1.5512816216828
"936",0.630747757130196
"937",-0.578995024335746
"938",-0.520956790036139
"939",-0.502440197281765
"940",-0.386850685177065
"941",-0.507727266664955
"942",-0.42991861395417
"943",-0.256694906732837
"944",-0.503967397936077
"945",-0.525067859149552
"946",-0.521224926300135
"947",-0.505472345037758
"948",-0.199977771274532
"949",-0.486564042214564
"950",-0.275704836105106
"951",-0.378962591968515
"952",-0.409495085717385
"953",-0.401122333555747
"954",-0.315075840312848
"955",-0.510957865037006
"956",-0.521720072969838
"957",-0.524647661184541
"958",1.48636178434073
"959",0.18197407627933
"960",-0.471721274880404
"961",0.390486261615208
"962",0.0753027277462706
"963",-0.18515356895732
"964",-0.0192306981372571
"965",-0.281754160171456
"966",-0.35789627779355
"967",-0.160531641891257
"968",0.0719594400163802
"969",0.699773098533115
"970",0.083341687011451
"971",0.15163997802247
"972",-0.508195869418708
"973",-0.266945249399571
"974",0.375971846154486
"975",-0.0941743754836409
"976",-0.199825126500594
"977",-0.435504084918988
"978",-0.181410066631374
"979",-0.435756904971261
"980",-0.449770792727055
"981",-0.551848863559084
"982",-0.31615689324026
"983",-0.466348732962241
"984",-0.424498038125309
"985",-0.49802096083734
"986",-0.116651516607431
"987",-0.466100924592168
"988",-0.481749580098895
"989",-0.483873049675443
"990",-0.494172951398408
"991",-0.346399865086712
"992",-0.399650220098619
"993",-0.512638323783103
"994",-0.330853843846575
"995",-0.481961427714945
"996",-0.22358253426071
"997",-0.400083109186621
"998",-0.414384375479679
"999",-0.32878265131584
"1000",-0.463001509839566
"1001",-0.261976459049739
"1002",-0.487187158781959
"1003",-0.319107303853764
"1004",-0.419442165953521
"1005",-0.48369983665115
"1006",-0.486099361071411
"1007",-0.480831559459805
"1008",-0.324064372889974
"1009",-0.558783593855448
"1010",-0.547294106367194
"1011",-0.419346933937083
"1012",-0.353013618532917
"1013",-0.322618160860745
"1014",-0.461269951164183
"1015",-0.388758417595279
"1016",-0.529251057679677
"1017",-0.377453540154787
"1018",-0.467825961572493
"1019",-0.507837237109945
"1020",-0.389402697859621
"1021",-0.411693433506002
"1022",-0.441611458848836
"1023",-0.454307424843557
"1024",-0.389044920207658
"1025",-0.381913793393245
"1026",-0.463406383253939
"1027",-0.373647397106871
"1028",-0.447757540478537
"1029",-0.25806590363881
"1030",-0.435165705874778
"1031",-0.560529425616983
"1032",-0.467603409861871
"1033",-0.435511764960266
"1034",-0.541460006708395
"1035",-0.210107692556559
"1036",-0.363955439618556
"1037",-0.412142791055358
"1038",-0.42553340381228
"1039",-0.510927158559551
"1040",-0.400462577394023
"1041",-0.455928690141457
"1042",-0.506548611760761
"1043",-0.438807871031282
"1044",-0.399216371465624
"1045",-0.169755516000824
"1046",-0.303791183248982
"1047",-0.359551141125502
"1048",-0.320359411034624
"1049",-0.405240511768594
"1050",-0.253820665492115
"1051",-0.521409438647002
"1052",-0.277063796917623
"1053",-0.0665208086467161
"1054",-0.384526574899264
"1055",-0.23246434927188
"1056",-0.0395053376120066
"1057",-0.381528860435329
"1058",-0.378564845855934
"1059",-0.246980432445286
"1060",-0.33764996323661
"1061",-0.406311422703266
"1062",-0.351903832660763
"1063",-0.306619742087298
"1064",-0.474018667013181
"1065",-0.498598346419504
"1066",-0.4416666167249
"1067",-0.369554271681393
"1068",-0.352059723898766
"1069",-0.41768837864052
"1070",-0.274655597592843
"1071",-0.470162447658493
"1072",-0.50813812378533
"1073",-0.193750778295199
"1074",-0.460454214979289
"1075",-0.58003644333786
"1076",-0.38616975842992
"1077",-0.468449708165949
"1078",-0.348696186285209
"1079",-0.492489481660275
"1080",0.672050925699936
"1081",0.142807113938241
"1082",-0.247502334813956
"1083",0.0117545558387209
"1084",-0.195372301521869
"1085",0.00692512974006278
"1086",-0.510497881358211
"1087",-0.227132736784175
"1088",-0.404635075034725
"1089",0.298329912759533
"1090",-0.0813368527969777
"1091",0.362966821061489
"1092",-0.200610186836335
"1093",0.175094344699408
"1094",-0.232129303861563
"1095",-0.364061889079399
"1096",-0.248796118882983
"1097",-0.346346045987847
"1098",-0.0264153966871546
"1099",-0.396918595032689
"1100",-0.371022754541339
"1101",-0.293728589885197
"1102",-0.454140119410831
"1103",-0.377667052699418
"1104",-0.544906784198255
"1105",-0.237995682711367
"1106",0.629324935144421
"1107",0.502894241085576
"1108",-0.0861745954801318
"1109",0.340563526828138
"1110",0.254616286027577
"1111",-0.315775628858931
"1112",-0.328845928894516
"1113",-0.397240438278503
"1114",-0.0504043374453367
"1115",-0.32967577670344
"1116",-0.189964273945723
"1117",-0.408775403185812
"1118",-0.304400828947307
"1119",-0.176312479255878
"1120",-0.446533286718006
"1121",-0.307149705666808
"1122",-0.255406114724584
"1123",-0.397026061325652
"1124",-0.49173893150864
"1125",0.535080614143887
"1126",-0.0849010061839489
"1127",-0.333709657507947
"1128",-0.286034091405033
"1129",-0.213560925097559
"1130",-0.265545225516584
"1131",-0.429120128561973
"1132",0.498795596985323
"1133",-0.168484279378311
"1134",0.196533822977077
"1135",-0.0259141518066619
"1136",-0.148817820068301
"1137",-0.295690979540791
"1138",-0.32865134660265
"1139",-0.0209478328816509
"1140",-0.0710316500245127
"1141",0.528558260486405
"1142",-0.345472039916488
"1143",-0.415227454565907
"1144",-0.463817083151143
"1145",-0.255887678353788
"1146",-0.411608188578911
"1147",-0.408416672454809
"1148",-0.408673859735811
"1149",-0.460164088759069
"1150",-0.290942893205527
"1151",-0.401566309443045
"1152",-0.419141492623562
"1153",-0.347602437783997
"1154",-0.542234548792858
"1155",-0.431282324399803
"1156",-0.321992652797563
"1157",-0.445216652656582
"1158",-0.334348862247942
"1159",-0.435212469408418
"1160",-0.138948463989572
"1161",-0.426553049258533
"1162",0.0352991805788856
"1163",-0.357077401108238
"1164",-0.334745765906298
"1165",-0.222199436115543
"1166",-0.430294548721623
"1167",-0.419736267194797
"1168",-0.463309477990052
